"success","task","trial_type","trial_index","time_elapsed","internal_node_id","ID","condition","StartTime","EndTime","view_history","rt","stimulus","response","correct_answer","sentence_text","correct"
NULL,"classification_trial","html-button-response","40","106504","0.0-2.0-18.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"1365","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","41","107006","0.0-2.0-18.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","42","109356","0.0-2.0-19.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"2349","<p>全体の流れを思い描いている。</p>","0","プランニング","全体の流れを思い描いている。","1"
NULL,"feedback_trial","html-keyboard-response","43","109857","0.0-2.0-19.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","44","111476","0.0-2.0-20.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"1617","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","45","111978","0.0-2.0-20.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","46","114192","0.0-2.0-21.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"2212","<p>内容を読み返して見直している。</p>","2","修正","内容を読み返して見直している。","1"
NULL,"feedback_trial","html-keyboard-response","47","114694","0.0-2.0-21.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","48","116188","0.0-2.0-22.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"1493","<p>何となく窓の外を見ていた。</p>","3","その他","何となく窓の外を見ていた。","1"
NULL,"feedback_trial","html-keyboard-response","49","116689","0.0-2.0-22.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","50","119692","0.0-2.0-23.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"3001","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","51","120193","0.0-2.0-23.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","52","122236","0.0-2.0-24.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"2042","<p>キャラクターの名前を入力している。</p>","1","出力","キャラクターの名前を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","53","122738","0.0-2.0-24.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","54","124908","0.0-2.0-25.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"2168","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","55","125409","0.0-2.0-25.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","56","126796","0.0-2.0-26.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"1385","<p>ストレッチをして体をほぐした。</p>","3","その他","ストレッチをして体をほぐした。","1"
NULL,"feedback_trial","html-keyboard-response","57","127297","0.0-2.0-26.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","58","131088","0.0-2.0-27.0-0.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"3789","<p>表現をより自然に直している。</p>","2","修正","表現をより自然に直している。","1"
NULL,"feedback_trial","html-keyboard-response","59","131590","0.0-2.0-27.0-1.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"task_description","html-keyboard-response","60","139057","0.0-3.0","3260097","control","2025/8/8 11:28:38","2025/8/8 11:30:57",NULL,"7465","
      <p style=""text-align: left"">本課題では、<strong>あなたが考えたオリジナルの面白い物語を書いていただきます。</strong></p>
      <p style=""text-align: left"">その時に、いま覚えてもらった4種類の思考内容についてもお尋ねします。</p>
      <p><br><br></p>
      <p style=""text-align: left"">次に、本課題の前に行ってもらう課題の説明に移ります。準備ができたらスペースキーを押してください。</p>
    "," ",NULL,NULL,NULL
"1","FullScreen","fullscreen","0","3367","0.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,"category_inst_tl","instructions","1","33865","0.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10","Array","30498",NULL,NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","2","36435","0.0-2.0-0.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2568","<p>誤字を修正した。</p>","2","修正","誤字を修正した。","1"
NULL,"feedback_trial","html-keyboard-response","3","36936","0.0-2.0-0.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","4","40861","0.0-2.0-1.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"3924","<p>表現をより自然に直している。</p>","2","修正","表現をより自然に直している。","1"
NULL,"feedback_trial","html-keyboard-response","5","41363","0.0-2.0-1.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","6","43455","0.0-2.0-2.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2092","<p>この話の舞台をどうするか決めている。</p>","0","プランニング","この話の舞台をどうするか決めている。","1"
NULL,"feedback_trial","html-keyboard-response","7","43957","0.0-2.0-2.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","8","46330","0.0-2.0-3.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2373","<p>何も思いつかずに机の上を眺めていた。</p>","3","その他","何も思いつかずに机の上を眺めていた。","1"
NULL,"feedback_trial","html-keyboard-response","9","46831","0.0-2.0-3.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","10","48980","0.0-2.0-4.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2149","<p>頭の中の話を形にしている。</p>","0","出力","頭の中の話を形にしている。",
NULL,"feedback_trial","html-keyboard-response","11","49481","0.0-2.0-4.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:red;'>不正解！もう一度回答してください。</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","12","51314","0.0-2.0-4.1-0.1","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1832","<p>頭の中の話を形にしている。</p>","1","出力","頭の中の話を形にしている。","1"
NULL,"feedback_trial","html-keyboard-response","13","51814","0.0-2.0-4.1-1.1","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","14","53629","0.0-2.0-5.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1814","<p>思いついた言葉をすぐに書いている。</p>","1","出力","思いついた言葉をすぐに書いている。","1"
NULL,"feedback_trial","html-keyboard-response","15","54137","0.0-2.0-5.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","16","56021","0.0-2.0-6.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1884","<p>どんな登場人物がいいか悩んでいる。</p>","0","プランニング","どんな登場人物がいいか悩んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","17","56523","0.0-2.0-6.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","18","58281","0.0-2.0-7.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1758","<p>文章が変だったので書き直した。</p>","2","修正","文章が変だったので書き直した。","1"
NULL,"feedback_trial","html-keyboard-response","19","58793","0.0-2.0-7.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","20","60344","0.0-2.0-8.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1551","<p>目を閉じてぼーっとしていた。</p>","3","その他","目を閉じてぼーっとしていた。","1"
NULL,"feedback_trial","html-keyboard-response","21","60846","0.0-2.0-8.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","22","62686","0.0-2.0-9.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1839","<p>思いついた文をそのまま書いている。</p>","1","出力","思いついた文をそのまま書いている。","1"
NULL,"feedback_trial","html-keyboard-response","23","63187","0.0-2.0-9.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","24","65483","0.0-2.0-10.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2296","<p>物語の終わり方を考えている。</p>","0","プランニング","物語の終わり方を考えている。","1"
NULL,"feedback_trial","html-keyboard-response","25","65984","0.0-2.0-10.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","26","68036","0.0-2.0-11.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2051","<p>時系列を整理している。</p>","0","プランニング","時系列を整理している。","1"
NULL,"feedback_trial","html-keyboard-response","27","68537","0.0-2.0-11.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","28","70453","0.0-2.0-12.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1915","<p>話のつながりがおかしいので直した。</p>","2","修正","話のつながりがおかしいので直した。","1"
NULL,"feedback_trial","html-keyboard-response","29","70954","0.0-2.0-12.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","30","72643","0.0-2.0-13.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1688","<p>文章をどんどんタイピングしている。</p>","1","出力","文章をどんどんタイピングしている。","1"
NULL,"feedback_trial","html-keyboard-response","31","73144","0.0-2.0-13.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","32","74659","0.0-2.0-14.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1514","<p>「ある日」という言葉を打ち込んでいる。</p>","1","出力","「ある日」という言葉を打ち込んでいる。","1"
NULL,"feedback_trial","html-keyboard-response","33","75159","0.0-2.0-14.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","34","77253","0.0-2.0-15.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"2093","<p>タイマーの残り時間を確認した。</p>","3","その他","タイマーの残り時間を確認した。","1"
NULL,"feedback_trial","html-keyboard-response","35","77754","0.0-2.0-15.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","36","79418","0.0-2.0-16.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1664","<p>書くことをやめて指を回していた。</p>","3","その他","書くことをやめて指を回していた。","1"
NULL,"feedback_trial","html-keyboard-response","37","79919","0.0-2.0-16.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","38","81741","0.0-2.0-17.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1822","<p>テーマに合った話を作ろうとしている。</p>","0","プランニング","テーマに合った話を作ろうとしている。","1"
NULL,"feedback_trial","html-keyboard-response","39","82242","0.0-2.0-17.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","40","83676","0.0-2.0-18.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1433","<p>キーボードで文章を入力している。</p>","1","出力","キーボードで文章を入力している。","1"
NULL,"feedback_trial","html-keyboard-response","41","84177","0.0-2.0-18.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
NULL,"classification_trial","html-button-response","42","86107","0.0-2.0-19.0-0.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,"1929","<p>読みにくい部分を調整している。</p>","2","修正","読みにくい部分を調整している。","1"
NULL,"feedback_trial","html-keyboard-response","43","86616","0.0-2.0-19.0-1.0","5398551","control","2025/8/8 11:28:39","2025/8/8 11:31:10",NULL,NULL,"<p style='color:green;'>正解！</p>",NULL,NULL,NULL,NULL
